"hgnc_symbol","entrezgene_id","description","gene_biotype"
"ADAM20",8748,"ADAM metallopeptidase domain 20 [Source:HGNC Symbol;Acc:HGNC:199]","protein_coding"
"ADAM21",8747,"ADAM metallopeptidase domain 21 [Source:HGNC Symbol;Acc:HGNC:200]","protein_coding"
"ADAM21P1",NA,"ADAM metallopeptidase domain 21 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19822]","transcribed_processed_pseudogene"
"ADAM22",53616,"ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]","protein_coding"
"ADAM23",8745,"ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202]","protein_coding"
"ADAM28",10863,"ADAM metallopeptidase domain 28 [Source:HGNC Symbol;Acc:HGNC:206]","protein_coding"
"ADAM29",11086,"ADAM metallopeptidase domain 29 [Source:HGNC Symbol;Acc:HGNC:207]","protein_coding"
"ADAM30",11085,"ADAM metallopeptidase domain 30 [Source:HGNC Symbol;Acc:HGNC:208]","protein_coding"
"ADAM32",203102,"ADAM metallopeptidase domain 32 [Source:HGNC Symbol;Acc:HGNC:15479]","protein_coding"
"ADAM33",80332,"ADAM metallopeptidase domain 33 [Source:HGNC Symbol;Acc:HGNC:15478]","protein_coding"
"ADAM6",8755,"ADAM metallopeptidase domain 6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:213]","lncRNA"
"ADAM6",NA,"ADAM metallopeptidase domain 6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:213]","transcribed_unprocessed_pseudogene"
"ADAM7",8756,"ADAM metallopeptidase domain 7 [Source:HGNC Symbol;Acc:HGNC:214]","protein_coding"
"ADAM8",101,"ADAM metallopeptidase domain 8 [Source:HGNC Symbol;Acc:HGNC:215]","protein_coding"
"ADAM9",8754,"ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:HGNC:216]","protein_coding"
"ADAMDEC1",27299,"ADAM like decysin 1 [Source:HGNC Symbol;Acc:HGNC:16299]","protein_coding"
"ADAMTS1",9510,"ADAM metallopeptidase with thrombospondin type 1 motif 1 [Source:HGNC Symbol;Acc:HGNC:217]","protein_coding"
"ADAMTS10",81794,"ADAM metallopeptidase with thrombospondin type 1 motif 10 [Source:HGNC Symbol;Acc:HGNC:13201]","protein_coding"
"ADAMTS12",81792,"ADAM metallopeptidase with thrombospondin type 1 motif 12 [Source:HGNC Symbol;Acc:HGNC:14605]","protein_coding"
"ADAMTS13",11093,"ADAM metallopeptidase with thrombospondin type 1 motif 13 [Source:HGNC Symbol;Acc:HGNC:1366]","protein_coding"
"ADAMTS14",140766,"ADAM metallopeptidase with thrombospondin type 1 motif 14 [Source:HGNC Symbol;Acc:HGNC:14899]","protein_coding"
"ADAMTS15",170689,"ADAM metallopeptidase with thrombospondin type 1 motif 15 [Source:HGNC Symbol;Acc:HGNC:16305]","protein_coding"
"ADAMTS16",170690,"ADAM metallopeptidase with thrombospondin type 1 motif 16 [Source:HGNC Symbol;Acc:HGNC:17108]","protein_coding"
"ADAMTS17",170691,"ADAM metallopeptidase with thrombospondin type 1 motif 17 [Source:HGNC Symbol;Acc:HGNC:17109]","protein_coding"
"ADAMTS18",170692,"ADAM metallopeptidase with thrombospondin type 1 motif 18 [Source:HGNC Symbol;Acc:HGNC:17110]","protein_coding"
"ADAMTS19",171019,"ADAM metallopeptidase with thrombospondin type 1 motif 19 [Source:HGNC Symbol;Acc:HGNC:17111]","protein_coding"
"ADAMTS2",9509,"ADAM metallopeptidase with thrombospondin type 1 motif 2 [Source:HGNC Symbol;Acc:HGNC:218]","protein_coding"
"ADAMTS20",80070,"ADAM metallopeptidase with thrombospondin type 1 motif 20 [Source:HGNC Symbol;Acc:HGNC:17178]","protein_coding"
"ADAMTS3",9508,"ADAM metallopeptidase with thrombospondin type 1 motif 3 [Source:HGNC Symbol;Acc:HGNC:219]","protein_coding"
"ADAMTS4",9507,"ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:HGNC Symbol;Acc:HGNC:220]","protein_coding"
"ADAMTS5",11096,"ADAM metallopeptidase with thrombospondin type 1 motif 5 [Source:HGNC Symbol;Acc:HGNC:221]","protein_coding"
"ADAMTS6",11174,"ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:HGNC Symbol;Acc:HGNC:222]","protein_coding"
"ADAMTS7",11173,"ADAM metallopeptidase with thrombospondin type 1 motif 7 [Source:HGNC Symbol;Acc:HGNC:223]","protein_coding"
"ADAMTS8",11095,"ADAM metallopeptidase with thrombospondin type 1 motif 8 [Source:HGNC Symbol;Acc:HGNC:224]","protein_coding"
"ADAMTS9",56999,"ADAM metallopeptidase with thrombospondin type 1 motif 9 [Source:HGNC Symbol;Acc:HGNC:13202]","protein_coding"
"ADAMTSL1",92949,"ADAMTS like 1 [Source:HGNC Symbol;Acc:HGNC:14632]","protein_coding"
"ADAMTSL2",9719,"ADAMTS like 2 [Source:HGNC Symbol;Acc:HGNC:14631]","protein_coding"
"ADAMTSL3",57188,"ADAMTS like 3 [Source:HGNC Symbol;Acc:HGNC:14633]","protein_coding"
"ADAMTSL4",54507,"ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]","protein_coding"
"ADAMTSL5",339366,"ADAMTS like 5 [Source:HGNC Symbol;Acc:HGNC:27912]","protein_coding"
"ADAP1",11033,"ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]","protein_coding"
"ADAP2",55803,"ArfGAP with dual PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16487]","protein_coding"
"ADAR",103,"adenosine deaminase RNA specific [Source:HGNC Symbol;Acc:HGNC:225]","protein_coding"
"ADARB1",104,"adenosine deaminase RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226]","protein_coding"
"ADARB2",105,"adenosine deaminase RNA specific B2 (inactive) [Source:HGNC Symbol;Acc:HGNC:227]","protein_coding"
"ADAT1",23536,"adenosine deaminase tRNA specific 1 [Source:HGNC Symbol;Acc:HGNC:228]","protein_coding"
"ADAT2",134637,"adenosine deaminase tRNA specific 2 [Source:HGNC Symbol;Acc:HGNC:21172]","protein_coding"
"ADAT3",113179,"adenosine deaminase tRNA specific 3 [Source:HGNC Symbol;Acc:HGNC:25151]","protein_coding"
"ADCK1",57143,"aarF domain containing kinase 1 [Source:HGNC Symbol;Acc:HGNC:19038]","protein_coding"
"ADCK2",90956,"aarF domain containing kinase 2 [Source:HGNC Symbol;Acc:HGNC:19039]","protein_coding"
"ADCK5",203054,"aarF domain containing kinase 5 [Source:HGNC Symbol;Acc:HGNC:21738]","protein_coding"
"ADCY1",107,"adenylate cyclase 1 [Source:HGNC Symbol;Acc:HGNC:232]","protein_coding"
"ADCY10",55811,"adenylate cyclase 10 [Source:HGNC Symbol;Acc:HGNC:21285]","protein_coding"
"ADCY2",108,"adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233]","protein_coding"
"ADCY3",109,"adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]","protein_coding"
"ADCY4",196883,"adenylate cyclase 4 [Source:HGNC Symbol;Acc:HGNC:235]","protein_coding"
"ADCY5",111,"adenylate cyclase 5 [Source:HGNC Symbol;Acc:HGNC:236]","protein_coding"
"ADCY6",112,"adenylate cyclase 6 [Source:HGNC Symbol;Acc:HGNC:237]","protein_coding"
"ADCY7",113,"adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238]","protein_coding"
"ADCY8",114,"adenylate cyclase 8 [Source:HGNC Symbol;Acc:HGNC:239]","protein_coding"
"ADCY9",115,"adenylate cyclase 9 [Source:HGNC Symbol;Acc:HGNC:240]","protein_coding"
"ADCYAP1",116,"adenylate cyclase activating polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:241]","protein_coding"
"ADCYAP1R1",117,"ADCYAP receptor type I [Source:HGNC Symbol;Acc:HGNC:242]","protein_coding"
"ADD1",118,"adducin 1 [Source:HGNC Symbol;Acc:HGNC:243]","protein_coding"
"ADD2",119,"adducin 2 [Source:HGNC Symbol;Acc:HGNC:244]","protein_coding"
"ADD3",120,"adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]","protein_coding"
"ADGB",79747,"androglobin [Source:HGNC Symbol;Acc:HGNC:21212]","protein_coding"
"ADH1A",124,"alcohol dehydrogenase 1A (class I), alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:249]","protein_coding"
"ADH1B",125,"alcohol dehydrogenase 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]","protein_coding"
"ADH1C",126,"alcohol dehydrogenase 1C (class I), gamma polypeptide [Source:HGNC Symbol;Acc:HGNC:251]","protein_coding"
"ADH4",127,"alcohol dehydrogenase 4 (class II), pi polypeptide [Source:HGNC Symbol;Acc:HGNC:252]","protein_coding"
"ADH5",128,"alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:HGNC:253]","protein_coding"
"ADH6",130,"alcohol dehydrogenase 6 (class V) [Source:HGNC Symbol;Acc:HGNC:255]","protein_coding"
"ADH7",131,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:HGNC Symbol;Acc:HGNC:256]","protein_coding"
"ADHFE1",137872,"alcohol dehydrogenase iron containing 1 [Source:HGNC Symbol;Acc:HGNC:16354]","protein_coding"
"ADI1",55256,"acireductone dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:30576]","protein_coding"
"ADIG",149685,"adipogenin [Source:HGNC Symbol;Acc:HGNC:28606]","protein_coding"
"ADIPOQ",9370,"adiponectin, C1Q and collagen domain containing [Source:HGNC Symbol;Acc:HGNC:13633]","protein_coding"
"ADIPOR1",51094,"adiponectin receptor 1 [Source:HGNC Symbol;Acc:HGNC:24040]","protein_coding"
"ADIPOR2",79602,"adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041]","protein_coding"
"ADK",132,"adenosine kinase [Source:HGNC Symbol;Acc:HGNC:257]","protein_coding"
"ADM",133,"adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]","protein_coding"
"ADM2",79924,"adrenomedullin 2 [Source:HGNC Symbol;Acc:HGNC:28898]","protein_coding"
"ADM5",199800,"adrenomedullin 5 (putative) [Source:HGNC Symbol;Acc:HGNC:27293]","protein_coding"
"ADNP",23394,"activity dependent neuroprotector homeobox [Source:HGNC Symbol;Acc:HGNC:15766]","protein_coding"
"ADNP2",22850,"ADNP homeobox 2 [Source:HGNC Symbol;Acc:HGNC:23803]","protein_coding"
"ADO",84890,"2-aminoethanethiol dioxygenase [Source:HGNC Symbol;Acc:HGNC:23506]","protein_coding"
"ADORA1",134,"adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262]","protein_coding"
"ADORA2A",135,"adenosine A2a receptor [Source:HGNC Symbol;Acc:HGNC:263]","protein_coding"
"ADORA2A-AS1",646023,"ADORA2A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:37122]","lncRNA"
"ADORA2B",136,"adenosine A2b receptor [Source:HGNC Symbol;Acc:HGNC:264]","protein_coding"
"ADORA3",140,"adenosine A3 receptor [Source:HGNC Symbol;Acc:HGNC:268]","protein_coding"
"ADPGK",83440,"ADP dependent glucokinase [Source:HGNC Symbol;Acc:HGNC:25250]","protein_coding"
"ADPRH",141,"ADP-ribosylarginine hydrolase [Source:HGNC Symbol;Acc:HGNC:269]","protein_coding"
"ADPRHL1",113622,"ADP-ribosylhydrolase like 1 [Source:HGNC Symbol;Acc:HGNC:21303]","protein_coding"
"ADPRM",56985,"ADP-ribose/CDP-alcohol diphosphatase, manganese dependent [Source:HGNC Symbol;Acc:HGNC:30925]","protein_coding"
"ADRA1A",148,"adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]","protein_coding"
"ADRA1B",147,"adrenoceptor alpha 1B [Source:HGNC Symbol;Acc:HGNC:278]","protein_coding"
"ADRA1D",146,"adrenoceptor alpha 1D [Source:HGNC Symbol;Acc:HGNC:280]","protein_coding"
"ADRA2A",150,"adrenoceptor alpha 2A [Source:HGNC Symbol;Acc:HGNC:281]","protein_coding"
"ADRA2B",151,"adrenoceptor alpha 2B [Source:HGNC Symbol;Acc:HGNC:282]","protein_coding"
"ADRA2C",152,"adrenoceptor alpha 2C [Source:HGNC Symbol;Acc:HGNC:283]","protein_coding"
"ADRB1",153,"adrenoceptor beta 1 [Source:HGNC Symbol;Acc:HGNC:285]","protein_coding"
"ADRB2",154,"adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286]","protein_coding"
"ADRM1",11047,"ADRM1 26S proteasome ubiquitin receptor [Source:HGNC Symbol;Acc:HGNC:15759]","protein_coding"
"ADSL",158,"adenylosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:291]","protein_coding"
"ADTRP",84830,"androgen dependent TFPI regulating protein [Source:HGNC Symbol;Acc:HGNC:21214]","protein_coding"
"AEBP1",165,"AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303]","protein_coding"
"AEBP2",121536,"AE binding protein 2 [Source:HGNC Symbol;Acc:HGNC:24051]","protein_coding"
"AEN",64782,"apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]","protein_coding"
"AFAP1",60312,"actin filament associated protein 1 [Source:HGNC Symbol;Acc:HGNC:24017]","protein_coding"
"AFAP1L1",134265,"actin filament associated protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:26714]","protein_coding"
"AFAP1L2",84632,"actin filament associated protein 1 like 2 [Source:HGNC Symbol;Acc:HGNC:25901]","protein_coding"
"AFF1",4299,"ALF transcription elongation factor 1 [Source:HGNC Symbol;Acc:HGNC:7135]","protein_coding"
"AFF2",2334,"ALF transcription elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:3776]","protein_coding"
"AFF3",3899,"ALF transcription elongation factor 3 [Source:HGNC Symbol;Acc:HGNC:6473]","protein_coding"
"AFF4",27125,"ALF transcription elongation factor 4 [Source:HGNC Symbol;Acc:HGNC:17869]","protein_coding"
"AFG3L2",10939,"AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315]","protein_coding"
"AFM",173,"afamin [Source:HGNC Symbol;Acc:HGNC:316]","protein_coding"
"AFMID",125061,"arylformamidase [Source:HGNC Symbol;Acc:HGNC:20910]","protein_coding"
"AFP",174,"alpha fetoprotein [Source:HGNC Symbol;Acc:HGNC:317]","protein_coding"
"AFTPH",54812,"aftiphilin [Source:HGNC Symbol;Acc:HGNC:25951]","protein_coding"
"AGA",175,"aspartylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:318]","protein_coding"
"AGAP1",116987,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16922]","protein_coding"
"AGAP11",NA,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 11 [Source:HGNC Symbol;Acc:HGNC:29421]","transcribed_unprocessed_pseudogene"
"AGAP2",116986,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16921]","protein_coding"
"AGAP3",116988,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:16923]","protein_coding"
"AGAP5",729092,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 5 [Source:HGNC Symbol;Acc:HGNC:23467]","protein_coding"
"AGAP6",414189,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6 [Source:HGNC Symbol;Acc:HGNC:23466]","protein_coding"
"AGBL1",123624,"AGBL carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:26504]","protein_coding"
"AGBL2",79841,"AGBL carboxypeptidase 2 [Source:HGNC Symbol;Acc:HGNC:26296]","protein_coding"
"AGBL3",340351,"AGBL carboxypeptidase 3 [Source:HGNC Symbol;Acc:HGNC:27981]","protein_coding"
"AGBL4",84871,"AGBL carboxypeptidase 4 [Source:HGNC Symbol;Acc:HGNC:25892]","protein_coding"
"AGBL5",60509,"AGBL carboxypeptidase 5 [Source:HGNC Symbol;Acc:HGNC:26147]","protein_coding"
"AGER",177,"advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]","protein_coding"
"AGFG1",3267,"ArfGAP with FG repeats 1 [Source:HGNC Symbol;Acc:HGNC:5175]","protein_coding"
"AGFG2",3268,"ArfGAP with FG repeats 2 [Source:HGNC Symbol;Acc:HGNC:5177]","protein_coding"
"AGGF1",55109,"angiogenic factor with G-patch and FHA domains 1 [Source:HGNC Symbol;Acc:HGNC:24684]","protein_coding"
"AGK",55750,"acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]","protein_coding"
"AGL",178,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase [Source:HGNC Symbol;Acc:HGNC:321]","protein_coding"
"AGMAT",79814,"agmatinase (putative) [Source:HGNC Symbol;Acc:HGNC:18407]","protein_coding"
"AGMO",392636,"alkylglycerol monooxygenase [Source:HGNC Symbol;Acc:HGNC:33784]","protein_coding"
"AGPAT1",10554,"1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]","protein_coding"
"AGPAT2",10555,"1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325]","protein_coding"
"AGPAT3",56894,"1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:326]","protein_coding"
"AGPAT4",56895,"1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:20885]","protein_coding"
"AGPAT5",55326,"1-acylglycerol-3-phosphate O-acyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:20886]","protein_coding"
"AGPS",8540,"alkylglycerone phosphate synthase [Source:HGNC Symbol;Acc:HGNC:327]","protein_coding"
"AGR2",10551,"anterior gradient 2, protein disulphide isomerase family member [Source:HGNC Symbol;Acc:HGNC:328]","protein_coding"
"AGR3",155465,"anterior gradient 3, protein disulphide isomerase family member [Source:HGNC Symbol;Acc:HGNC:24167]","protein_coding"
"AGRN",375790,"agrin [Source:HGNC Symbol;Acc:HGNC:329]","protein_coding"
"AGRP",181,"agouti related neuropeptide [Source:HGNC Symbol;Acc:HGNC:330]","protein_coding"
"AGT",183,"angiotensinogen [Source:HGNC Symbol;Acc:HGNC:333]","protein_coding"
"AGTPBP1",23287,"ATP/GTP binding carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17258]","protein_coding"
"AGTR1",185,"angiotensin II receptor type 1 [Source:HGNC Symbol;Acc:HGNC:336]","protein_coding"
"AGTR2",186,"angiotensin II receptor type 2 [Source:HGNC Symbol;Acc:HGNC:338]","protein_coding"
"AGTRAP",57085,"angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539]","protein_coding"
"AGXT",189,"alanine--glyoxylate aminotransferase [Source:HGNC Symbol;Acc:HGNC:341]","protein_coding"
"AGXT2",64902,"alanine--glyoxylate aminotransferase 2 [Source:HGNC Symbol;Acc:HGNC:14412]","protein_coding"
"AHCTF1",25909,"AT-hook containing transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:24618]","protein_coding"
"AHCY",191,"adenosylhomocysteinase [Source:HGNC Symbol;Acc:HGNC:343]","protein_coding"
"AHCYL1",10768,"adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]","protein_coding"
"AHCYL2",23382,"adenosylhomocysteinase like 2 [Source:HGNC Symbol;Acc:HGNC:22204]","protein_coding"
"AHDC1",27245,"AT-hook DNA binding motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25230]","protein_coding"
"AHI1",54806,"Abelson helper integration site 1 [Source:HGNC Symbol;Acc:HGNC:21575]","protein_coding"
"AHNAK",79026,"AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]","protein_coding"
"AHNAK2",113146,"AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125]","protein_coding"
"AHR",196,"aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]","protein_coding"
"AHRR",57491,"aryl hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:HGNC:346]","protein_coding"
"AHSA1",10598,"activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189]","protein_coding"
"AHSG",197,"alpha 2-HS glycoprotein [Source:HGNC Symbol;Acc:HGNC:349]","protein_coding"
"AHSP",51327,"alpha hemoglobin stabilizing protein [Source:HGNC Symbol;Acc:HGNC:18075]","protein_coding"
"AICDA",57379,"activation induced cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:13203]","protein_coding"
"AIDA",64853,"axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]","protein_coding"
"AIF1",199,"allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]","protein_coding"
"AIF1L",83543,"allograft inflammatory factor 1 like [Source:HGNC Symbol;Acc:HGNC:28904]","protein_coding"
"AIFM1",9131,"apoptosis inducing factor mitochondria associated 1 [Source:HGNC Symbol;Acc:HGNC:8768]","protein_coding"
"AIFM2",84883,"AIF family member 2 [Source:HGNC Symbol;Acc:HGNC:21411]","protein_coding"
"AIG1",51390,"androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:21607]","protein_coding"
"AIM2",9447,"absent in melanoma 2 [Source:HGNC Symbol;Acc:HGNC:357]","protein_coding"
"AIMP1",9255,"aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:HGNC:10648]","protein_coding"
"AIMP2",7965,"aminoacyl tRNA synthetase complex interacting multifunctional protein 2 [Source:HGNC Symbol;Acc:HGNC:20609]","protein_coding"
"AIP",9049,"aryl hydrocarbon receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:358]","protein_coding"
"AIPL1",23746,"aryl hydrocarbon receptor interacting protein like 1 [Source:HGNC Symbol;Acc:HGNC:359]","protein_coding"
"AIRE",326,"autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360]","protein_coding"
"AJAP1",55966,"adherens junctions associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30801]","protein_coding"
"AJUBA",84962,"ajuba LIM protein [Source:HGNC Symbol;Acc:HGNC:20250]","protein_coding"
"AK1",203,"adenylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:361]","protein_coding"
"AK2",204,"adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]","protein_coding"
"AK3",50808,"adenylate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17376]","protein_coding"
"AK4",205,"adenylate kinase 4 [Source:HGNC Symbol;Acc:HGNC:363]","protein_coding"
"AK5",26289,"adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]","protein_coding"
"AK7",122481,"adenylate kinase 7 [Source:HGNC Symbol;Acc:HGNC:20091]","protein_coding"
"AK8",158067,"adenylate kinase 8 [Source:HGNC Symbol;Acc:HGNC:26526]","protein_coding"
"AKAP1",8165,"A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367]","protein_coding"
"AKAP10",11216,"A-kinase anchoring protein 10 [Source:HGNC Symbol;Acc:HGNC:368]","protein_coding"
"AKAP11",11215,"A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]","protein_coding"
"AKAP12",9590,"A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]","protein_coding"
"AKAP13",11214,"A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371]","protein_coding"
