"hgnc_symbol","ensembl_gene_id","entrezgene_id","description","gene_biotype","transcript_length"
"CDK11A","ENSG00000008128",728642,"cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730]","protein_coding",2984
"NADK","ENSG00000008130",65220,"NAD kinase [Source:HGNC Symbol;Acc:HGNC:29831]","protein_coding",3653
"TFAP2B","ENSG00000008196",7021,"transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]","protein_coding",5631
"TFAP2D","ENSG00000008197",83741,"transcription factor AP-2 delta [Source:HGNC Symbol;Acc:HGNC:15581]","protein_coding",2058
"DLEC1","ENSG00000008226",9940,"DLEC1 cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:2899]","protein_coding",6899
"CYTH3","ENSG00000008256",9265,"cytohesin 3 [Source:HGNC Symbol;Acc:HGNC:9504]","protein_coding",4482
"ADAM22","ENSG00000008277",53616,"ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]","protein_coding",9508
"SYPL1","ENSG00000008282",6856,"synaptophysin like 1 [Source:HGNC Symbol;Acc:HGNC:11507]","protein_coding",2130
"CYB561","ENSG00000008283",1534,"cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]","protein_coding",3200
"SPAG9","ENSG00000008294",9043,"sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]","protein_coding",8276
"CELSR3","ENSG00000008300",1951,"cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]","protein_coding",11933
"AASS","ENSG00000008311",10157,"aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","protein_coding",8554
"PLEKHG6","ENSG00000008323",55200,"pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]","protein_coding",3111
"SS18L2","ENSG00000008324",51188,"SS18 like 2 [Source:HGNC Symbol;Acc:HGNC:15593]","protein_coding",2697
"MPND","ENSG00000008382",84954,"MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]","protein_coding",1614
"MGST1","ENSG00000008394",4257,"microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]","protein_coding",2152
"CRY1","ENSG00000008405",1407,"cryptochrome circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:2384]","protein_coding",3834
"PGLYRP1","ENSG00000008438",8993,"peptidoglycan recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:8904]","protein_coding",708
"NFIX","ENSG00000008441",4784,"nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]","protein_coding",6019
"ST3GAL1","ENSG00000008513",6482,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]","protein_coding",6951
"MMP25","ENSG00000008516",64386,"matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]","protein_coding",4413
"IL32","ENSG00000008517",9235,"interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]","protein_coding",1381
"PKD1","ENSG00000008710",5310,"polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]","protein_coding",14140
"MAPK8IP2","ENSG00000008735",23542,"mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]","protein_coding",5700
"MED24","ENSG00000008838",9862,"mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]","protein_coding",3896
"RHOBTB2","ENSG00000008853",23221,"Rho related BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18756]","protein_coding",5551
"HEATR5B","ENSG00000008869",54497,"HEAT repeat containing 5B [Source:HGNC Symbol;Acc:HGNC:29273]","protein_coding",6937
"SEC62","ENSG00000008952",7095,"SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]","protein_coding",6526
"RPS20","ENSG00000008988",6224,"ribosomal protein S20 [Source:HGNC Symbol;Acc:HGNC:10405]","protein_coding",4711
"CSDE1","ENSG00000009307",7812,"cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]","protein_coding",5660
"UBE3C","ENSG00000009335",9690,"ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]","protein_coding",5214
"REV3L","ENSG00000009413",5980,"REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]","protein_coding",10964
"TENM1","ENSG00000009694",10178,"teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]","protein_coding",13547
"PAX7","ENSG00000009709",5081,"paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]","protein_coding",6322
"MASP2","ENSG00000009724",10747,"MBL associated serine protease 2 [Source:HGNC Symbol;Acc:HGNC:6902]","protein_coding",2670
"IYD","ENSG00000009765",389434,"iodotyrosine deiodinase [Source:HGNC Symbol;Acc:HGNC:21071]","protein_coding",8622
"FAM76A","ENSG00000009780",199870,"family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]","protein_coding",3579
"TRAF3IP3","ENSG00000009790",80342,"TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]","protein_coding",3302
"POMT2","ENSG00000009830",29954,"protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]","protein_coding",5647
"VTA1","ENSG00000009844",51534,"vesicle trafficking 1 [Source:HGNC Symbol;Acc:HGNC:20954]","protein_coding",6991
"MLXIPL","ENSG00000009950",51085,"MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]","protein_coding",3252
"BAZ1B","ENSG00000009954",9031,"bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]","protein_coding",6115
"RANBP9","ENSG00000010017",10048,"RAN binding protein 9 [Source:HGNC Symbol;Acc:HGNC:13727]","protein_coding",3384
"ETV7","ENSG00000010030",51513,"ETS variant transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18160]","protein_coding",1776
"SPRTN","ENSG00000010072",83932,"SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]","protein_coding",3559
"METTL13","ENSG00000010165",51603,"methyltransferase 13, eEF1A N-terminus and K55 [Source:HGNC Symbol;Acc:HGNC:24248]","protein_coding",3368
"DYRK4","ENSG00000010219",8798,"dual specificity tyrosine phosphorylation regulated kinase 4 [Source:HGNC Symbol;Acc:HGNC:3095]","protein_coding",3272
"ZNF207","ENSG00000010244",7756,"zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998]","protein_coding",13740
"UQCRC1","ENSG00000010256",7384,"ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]","protein_coding",3214
"STARD3NL","ENSG00000010270",83930,"STARD3 N-terminal like [Source:HGNC Symbol;Acc:HGNC:19169]","protein_coding",3653
"CD9","ENSG00000010278",928,"CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]","protein_coding",3345
"HHATL","ENSG00000010282",57467,"hedgehog acyltransferase like [Source:HGNC Symbol;Acc:HGNC:13242]","protein_coding",1836
"NCAPD2","ENSG00000010292",9918,"non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]","protein_coding",4825
"IFFO1","ENSG00000010295",25900,"intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]","protein_coding",3001
"GIPR","ENSG00000010310",2696,"gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271]","protein_coding",3404
"PHF7","ENSG00000010318",51533,"PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]","protein_coding",2127
"SEMA3G","ENSG00000010319",56920,"semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]","protein_coding",4993
"NISCH","ENSG00000010322",11188,"nischarin [Source:HGNC Symbol;Acc:HGNC:18006]","protein_coding",5350
"STAB1","ENSG00000010327",23166,"stabilin 1 [Source:HGNC Symbol;Acc:HGNC:18628]","protein_coding",7928
"FUZ","ENSG00000010361",80199,"fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]","protein_coding",1728
"SLC6A13","ENSG00000010379",6540,"solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]","protein_coding",2188
"IDS","ENSG00000010404",3423,"iduronate 2-sulfatase [Source:HGNC Symbol;Acc:HGNC:5389]","protein_coding",7580
"PRSS3","ENSG00000010438",5646,"serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]","protein_coding",920
"ZNF200","ENSG00000010539",7752,"zinc finger protein 200 [Source:HGNC Symbol;Acc:HGNC:12993]","protein_coding",4308
"CD4","ENSG00000010610",920,"CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]","protein_coding",3049
"LRRC23","ENSG00000010626",10233,"leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]","protein_coding",1698
"BTK","ENSG00000010671",695,"Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:1133]","protein_coding",4568
"HFE","ENSG00000010704",3077,"homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]","protein_coding",5176
"SCMH1","ENSG00000010803",22955,"Scm polycomb group protein homolog 1 [Source:HGNC Symbol;Acc:HGNC:19003]","protein_coding",3571
"FYN","ENSG00000010810",2534,"FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]","protein_coding",3628
"HIVEP2","ENSG00000010818",3097,"HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]","protein_coding",10032
"FMO1","ENSG00000010932",2326,"flavin containing dimethylaniline monoxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]","protein_coding",3130
"ELOA","ENSG00000011007",6924,"elongin A [Source:HGNC Symbol;Acc:HGNC:11620]","protein_coding",5075
"LYPLA2","ENSG00000011009",11313,"lysophospholipase 2 [Source:HGNC Symbol;Acc:HGNC:6738]","protein_coding",1635
"CLCN6","ENSG00000011021",1185,"chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]","protein_coding",5631
"MRC2","ENSG00000011028",9902,"mannose receptor C-type 2 [Source:HGNC Symbol;Acc:HGNC:16875]","protein_coding",5719
"NME1-NME2","ENSG00000011052",654364,"NME1-NME2 readthrough [Source:HGNC Symbol;Acc:HGNC:33531]","protein_coding",1193
"SLC6A7","ENSG00000011083",6534,"solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]","protein_coding",3625
"TSPAN9","ENSG00000011105",10867,"tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]","protein_coding",4322
"BTBD7","ENSG00000011114",55727,"BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]","protein_coding",8445
"APBA3","ENSG00000011132",9546,"amyloid beta precursor protein binding family A member 3 [Source:HGNC Symbol;Acc:HGNC:580]","protein_coding",4250
"MKS1","ENSG00000011143",54903,"MKS transition zone complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7121]","protein_coding",4123
"ABHD5","ENSG00000011198",51099,"abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]","protein_coding",5298
"ANOS1","ENSG00000011201",3730,"anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]","protein_coding",6265
"AKAP8L","ENSG00000011243",26993,"A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]","protein_coding",4863
"MBTD1","ENSG00000011258",54799,"mbt domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19866]","protein_coding",5365
"UTP18","ENSG00000011260",51096,"UTP18 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]","protein_coding",1876
"RNF216","ENSG00000011275",54476,"ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]","protein_coding",5777
"TTC19","ENSG00000011295",54902,"tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]","protein_coding",3075
"PTBP1","ENSG00000011304",5725,"polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]","protein_coding",4661
"DPF1","ENSG00000011332",8193,"double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]","protein_coding",2356
"SYT7","ENSG00000011347",9066,"synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]","protein_coding",7230
"LARS2","ENSG00000011376",23395,"leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]","protein_coding",10049
"PIK3C2A","ENSG00000011405",5286,"phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha [Source:HGNC Symbol;Acc:HGNC:8971]","protein_coding",8428
"PLAUR","ENSG00000011422",5329,"plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]","protein_coding",1610
"ANLN","ENSG00000011426",54443,"anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]","protein_coding",4731
"WIZ","ENSG00000011451",58525,"WIZ zinc finger [Source:HGNC Symbol;Acc:HGNC:30917]","protein_coding",8987
"RABGAP1","ENSG00000011454",23637,"RAB GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17155]","protein_coding",4986
"DCN","ENSG00000011465",1634,"decorin [Source:HGNC Symbol;Acc:HGNC:2705]","protein_coding",6850
"QPCTL","ENSG00000011478",54814,"glutaminyl-peptide cyclotransferase like [Source:HGNC Symbol;Acc:HGNC:25952]","protein_coding",2703
"PPP5C","ENSG00000011485",5536,"protein phosphatase 5 catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]","protein_coding",4675
"CEP68","ENSG00000011523",23177,"centrosomal protein 68 [Source:HGNC Symbol;Acc:HGNC:29076]","protein_coding",5877
"MAP4K3","ENSG00000011566",8491,"mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]","protein_coding",4335
"ZBTB32","ENSG00000011590",27033,"zinc finger and BTB domain containing 32 [Source:HGNC Symbol;Acc:HGNC:16763]","protein_coding",2037
"TYROBP","ENSG00000011600",7305,"transmembrane immune signaling adaptor TYROBP [Source:HGNC Symbol;Acc:HGNC:12449]","protein_coding",620
"LDAF1","ENSG00000011638",57146,"lipid droplet assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30136]","protein_coding",1812
"GABRA3","ENSG00000011677",2556,"gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]","protein_coding",3669
"BRCA1","ENSG00000012048",672,"BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]","protein_coding",7613
"ERCC1","ENSG00000012061",2067,"ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]","protein_coding",3379
"CD22","ENSG00000012124",933,"CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]","protein_coding",3274
"SEMA3B","ENSG00000012171",7869,"semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]","protein_coding",3283
"MBTPS2","ENSG00000012174",51360,"membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]","protein_coding",4457
"PRICKLE3","ENSG00000012211",4007,"prickle planar cell polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:6645]","protein_coding",2795
"LTF","ENSG00000012223",4057,"lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]","protein_coding",2721
"EXTL3","ENSG00000012232",2137,"exostosin like glycosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:3518]","protein_coding",9103
"NR1H4","ENSG00000012504",9971,"nuclear receptor subfamily 1 group H member 4 [Source:HGNC Symbol;Acc:HGNC:7967]","protein_coding",2884
"ELOVL5","ENSG00000012660",60481,"ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:HGNC:21308]","protein_coding",3081
"ALOX5","ENSG00000012779",240,"arachidonate 5-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:435]","protein_coding",2519
"KDM5D","ENSG00000012817",8284,"lysine demethylase 5D [Source:HGNC Symbol;Acc:HGNC:11115]","protein_coding",6825
"CALCOCO1","ENSG00000012822",57658,"calcium binding and coiled-coil domain 1 [Source:HGNC Symbol;Acc:HGNC:29306]","protein_coding",5866
"UBR7","ENSG00000012963",55148,"ubiquitin protein ligase E3 component n-recognin 7 [Source:HGNC Symbol;Acc:HGNC:20344]","protein_coding",3494
"MAP4K5","ENSG00000012983",11183,"mitogen-activated protein kinase kinase kinase kinase 5 [Source:HGNC Symbol;Acc:HGNC:6867]","protein_coding",4812
"EHD3","ENSG00000013016",30845,"EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]","protein_coding",4825
"PSMC4","ENSG00000013275",5704,"proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]","protein_coding",1754
"MAN2B2","ENSG00000013288",23324,"mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]","protein_coding",7719
"SLC7A14","ENSG00000013293",57709,"solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]","protein_coding",10140
"CLDN11","ENSG00000013297",5010,"claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]","protein_coding",2758
"SLC25A39","ENSG00000013306",51629,"solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]","protein_coding",2217
"MVP","ENSG00000013364",9961,"major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]","protein_coding",2925
"NUB1","ENSG00000013374",51667,"negative regulator of ubiquitin like proteins 1 [Source:HGNC Symbol;Acc:HGNC:17623]","protein_coding",3210
"PGM3","ENSG00000013375",5238,"phosphoglucomutase 3 [Source:HGNC Symbol;Acc:HGNC:8907]","protein_coding",7896
"RWDD2A","ENSG00000013392",112611,"RWD domain containing 2A [Source:HGNC Symbol;Acc:HGNC:21385]","protein_coding",3769
"CLK1","ENSG00000013441",1195,"CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]","protein_coding",3208
"POLR3B","ENSG00000013503",55703,"RNA polymerase III subunit B [Source:HGNC Symbol;Acc:HGNC:30348]","protein_coding",4183
"ANGEL1","ENSG00000013523",23357,"angel homolog 1 [Source:HGNC Symbol;Acc:HGNC:19961]","protein_coding",6423
"RNF14","ENSG00000013561",9604,"ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]","protein_coding",4213
"DNASE1L1","ENSG00000013563",1774,"deoxyribonuclease 1 like 1 [Source:HGNC Symbol;Acc:HGNC:2957]","protein_coding",3008
"DDX11","ENSG00000013573",1663,"DEAD/H-box helicase 11 [Source:HGNC Symbol;Acc:HGNC:2736]","protein_coding",4182
"HEBP1","ENSG00000013583",50865,"heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176]","protein_coding",2056
"GPRC5A","ENSG00000013588",9052,"G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]","protein_coding",6582
"MAMLD1","ENSG00000013619",10046,"mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]","protein_coding",5148
"CD6","ENSG00000013725",923,"CD6 molecule [Source:HGNC Symbol;Acc:HGNC:1691]","protein_coding",3252
"TACC3","ENSG00000013810",10460,"transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]","protein_coding",2943
"UFL1","ENSG00000014123",23376,"UFM1 specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]","protein_coding",4226
"POLA2","ENSG00000014138",23649,"DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]","protein_coding",3870
"ZC3H3","ENSG00000014164",23144,"zinc finger CCCH-type containing 3 [Source:HGNC Symbol;Acc:HGNC:28972]","protein_coding",3270
"CAPN1","ENSG00000014216",823,"calpain 1 [Source:HGNC Symbol;Acc:HGNC:1476]","protein_coding",3086
"ACP3","ENSG00000014257",55,"acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125]","protein_coding",3174
"MDH1","ENSG00000014641",4190,"malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]","protein_coding",1647
"SLC30A9","ENSG00000014824",10463,"solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329]","protein_coding",6164
"MTMR11","ENSG00000014914",10903,"myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]","protein_coding",3332
"COX15","ENSG00000014919",1355,"cytochrome c oxidase assembly homolog COX15 [Source:HGNC Symbol;Acc:HGNC:2263]","protein_coding",5030
"CCDC88C","ENSG00000015133",440193,"coiled-coil domain containing 88C [Source:HGNC Symbol;Acc:HGNC:19967]","protein_coding",7519
"YAF2","ENSG00000015153",10138,"YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]","protein_coding",5095
"ZMYND11","ENSG00000015171",10771,"zinc finger MYND-type containing 11 [Source:HGNC Symbol;Acc:HGNC:16966]","protein_coding",7150
"WAS","ENSG00000015285",7454,"WASP actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12731]","protein_coding",2761
"DPEP1","ENSG00000015413",1800,"dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]","protein_coding",1772
"BID","ENSG00000015475",637,"BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]","protein_coding",2495
"MATR3","ENSG00000015479",9782,"matrin 3 [Source:HGNC Symbol;Acc:HGNC:6912]","protein_coding",7306
"NPC1L1","ENSG00000015520",29881,"NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]","protein_coding",5048
"XYLT2","ENSG00000015532",64132,"xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15517]","protein_coding",3507
