,Gene,Gene ID,Gene Length
690,ANXA11,ENSG00000122359,54684
691,ANXA13,ENSG00000104537,56609
692,ANXA2,ENSG00000182718,55750
693,ANXA2P1,ENSG00000213406,926
694,ANXA2P3,ENSG00000216740,1008
695,ANXA3,ENSG00000138772,58705
696,ANXA4,ENSG00000196975,182688
697,ANXA5,ENSG00000164111,29050
698,ANXA6,ENSG00000197043,57110
699,ANXA7,ENSG00000138279,38976
700,ANXA8L1,ENSG00000264230,16158
701,ANXA9,ENSG00000143412,13386
702,AOAH,ENSG00000136250,215242
703,AOC2,ENSG00000131480,6128
704,AOC3,ENSG00000131471,6947
705,AOX1,ENSG00000138356,91051
706,AP1AR,ENSG00000138660,41371
707,AP1B1,ENSG00000100280,60904
708,AP1B1P1,ENSG00000234479,191
709,AP1B1P1,ENSG00000290475,21468
710,AP1G1,ENSG00000166747,80202
711,AP1G2,ENSG00000213983,8506
712,AP1M1,ENSG00000072958,48053
713,AP1M2,ENSG00000129354,14645
714,AP1S1,ENSG00000106367,7141
715,AP1S2,ENSG00000182287,29126
716,AP1S3,ENSG00000152056,170348
717,AP2A1,ENSG00000196961,40114
718,AP2A2,ENSG00000183020,87365
719,AP2B1,ENSG00000006125,148368
720,AP2M1,ENSG00000161203,9526
721,AP2S1,ENSG00000042753,12711
722,AP3B1,ENSG00000132842,303123
723,AP3B2,ENSG00000103723,50832
724,AP3D1,ENSG00000065000,63481
725,AP3M1,ENSG00000185009,30588
726,AP3M2,ENSG00000070718,18728
727,AP3S1,ENSG00000177879,72490
728,AP4E1,ENSG00000081014,97224
729,AP4M1,ENSG00000221838,9488
730,APAF1,ENSG00000120868,90285
731,APBA1,ENSG00000107282,244840
732,APBA2,ENSG00000034053,233833
733,APBA3,ENSG00000011132,10921
734,APBB1,ENSG00000166313,24290
735,APBB1IP,ENSG00000077420,130109
736,APBB2,ENSG00000163697,406688
737,APBB3,ENSG00000113108,6514
738,APC,ENSG00000134982,138722
739,APC2,ENSG00000115266,26943
740,APCDD1,ENSG00000154856,35315
741,APCDD1L,ENSG00000198768,56299
742,APCS,ENSG00000132703,1040
743,APEH,ENSG00000164062,9958
744,APEX2,ENSG00000169188,8695
745,APH1A,ENSG00000117362,4182
746,APH1B,ENSG00000138613,33109
747,API5,ENSG00000166181,32567
748,APIP,ENSG00000149089,63286
749,APLF,ENSG00000169621,188291
750,APLN,ENSG00000171388,9698
751,APLNR,ENSG00000134817,3674
752,APLP1,ENSG00000105290,11905
753,APOA1,ENSG00000118137,1872
754,APOA2,ENSG00000158874,1342
755,APOA4,ENSG00000110244,2605
756,APOA5,ENSG00000110243,3054
757,APOB,ENSG00000084674,42645
758,APOBEC1,ENSG00000111701,16509
759,APOBEC2,ENSG00000124701,11690
760,APOBEC3B,ENSG00000179750,10458
761,APOBEC3C,ENSG00000244509,6096
762,APOBEC3D,ENSG00000243811,12165
763,APOBEC3F,ENSG00000128394,15369
764,APOBEC3H,ENSG00000100298,6844
765,APOBEC4,ENSG00000173627,7042
766,APOBR,ENSG00000184730,4322
767,APOC1,ENSG00000130208,5103
768,APOC3,ENSG00000110245,3367
769,APOC4,ENSG00000267467,3260
770,APOD,ENSG00000189058,15329
771,APOE,ENSG00000130203,3603
772,APOF,ENSG00000175336,2290
773,APOH,ENSG00000091583,44493
774,APOL1,ENSG00000100342,14460
775,APOL2,ENSG00000128335,13746
776,APOL3,ENSG00000128284,26386
777,APOL4,ENSG00000100336,15717
778,APOL5,ENSG00000128313,11612
779,APOL6,ENSG00000221963,19959
780,APOM,ENSG00000204444,5795
781,APOO,ENSG00000184831,74586
782,APOOL,ENSG00000155008,89439
783,APP,ENSG00000142192,290594
784,APPBP2,ENSG00000062725,83085
785,APPL1,ENSG00000157500,50380
786,APPL2,ENSG00000136044,62907
787,APRT,ENSG00000198931,2599
788,APTX,ENSG00000137074,138530
789,AQP10,ENSG00000143595,4236
790,AQP11,ENSG00000178301,20966
791,AQP12A,ENSG00000184945,6618
792,AQP12B,ENSG00000185176,6489
793,AQP2,ENSG00000167580,8142
794,AQP3,ENSG00000165272,6441
795,AQP4,ENSG00000171885,13729
796,AQP5,ENSG00000161798,3811
797,AQP6,ENSG00000086159,9946
798,AQP7,ENSG00000165269,19504
799,AQP7P1,ENSG00000186466,16025
800,AQP8,ENSG00000103375,13202
801,AQP9,ENSG00000103569,47743
802,AQR,ENSG00000021776,117961
803,AR,ENSG00000169083,186599
804,ARAF,ENSG00000078061,10704
805,ARAP1,ENSG00000186635,108531
806,ARAP2,ENSG00000047365,296294
807,ARAP3,ENSG00000120318,28830
808,ARC,ENSG00000198576,3431
809,ARCN1,ENSG00000095139,30644
810,AREG,ENSG00000109321,9870
811,ARF1,ENSG00000143761,16505
812,ARF3,ENSG00000134287,21765
813,ARF4,ENSG00000168374,26858
814,ARF5,ENSG00000004059,3315
815,ARF6,ENSG00000165527,3976
816,ARFGAP1,ENSG00000101199,17006
817,ARFGAP2,ENSG00000149182,12827
818,ARFGAP3,ENSG00000242247,61605
819,ARFGEF1,ENSG00000066777,170271
820,ARFGEF2,ENSG00000124198,114983
821,ARFIP1,ENSG00000164144,138527
822,ARFIP2,ENSG00000132254,6797
823,ARFRP1,ENSG00000101246,9384
824,ARG1,ENSG00000118520,113501
825,ARG2,ENSG00000081181,31789
826,ARGFX,ENSG00000186103,22674
827,ARGLU1,ENSG00000134884,26465
828,ARHGAP1,ENSG00000175220,23540
829,ARHGAP10,ENSG00000071205,340714
830,ARHGAP11A,ENSG00000198826,24798
831,ARHGAP11B,ENSG00000285077,25036
832,ARHGAP12,ENSG00000165322,123479
833,ARHGAP15,ENSG00000075884,676991
834,ARHGAP17,ENSG00000140750,96278
835,ARHGAP18,ENSG00000146376,134046
836,ARHGAP19,ENSG00000213390,70501
837,ARHGAP20,ENSG00000137727,136148
838,ARHGAP21,ENSG00000107863,140279
839,ARHGAP22,ENSG00000128805,210230
840,ARHGAP23,ENSG00000275832,93106
841,ARHGAP24,ENSG00000138639,527519
842,ARHGAP25,ENSG00000163219,147233
843,ARHGAP26,ENSG00000145819,458635
844,ARHGAP27,ENSG00000159314,40520
845,ARHGAP28,ENSG00000088756,186001
846,ARHGAP29,ENSG00000137962,126081
847,ARHGAP30,ENSG00000186517,23025
848,ARHGAP31,ENSG00000031081,126332
849,ARHGAP32,ENSG00000134909,314265
850,ARHGAP33,ENSG00000004777,14291
851,ARHGAP35,ENSG00000160007,144081
852,ARHGAP36,ENSG00000147256,31540
853,ARHGAP39,ENSG00000147799,156668
854,ARHGAP4,ENSG00000089820,27633
855,ARHGAP40,ENSG00000124143,49227
856,ARHGAP42,ENSG00000165895,306654
857,ARHGAP44,ENSG00000006740,202146
858,ARHGAP5,ENSG00000100852,83615
859,ARHGAP6,ENSG00000047648,548270
860,ARHGAP9,ENSG00000123329,16551
861,ARHGDIA,ENSG00000141522,3660
862,ARHGDIB,ENSG00000111348,19698
863,ARHGDIG,ENSG00000242173,2561
864,ARHGEF1,ENSG00000076928,46978
865,ARHGEF10,ENSG00000104728,134716
866,ARHGEF10L,ENSG00000074964,158177
867,ARHGEF11,ENSG00000132694,112064
868,ARHGEF12,ENSG00000196914,153525
869,ARHGEF15,ENSG00000198844,12274
870,ARHGEF16,ENSG00000130762,26449
871,ARHGEF17,ENSG00000110237,61113
872,ARHGEF18,ENSG00000104880,123549
873,ARHGEF19,ENSG00000142632,14799
874,ARHGEF2,ENSG00000116584,60220
875,ARHGEF25,ENSG00000240771,7066
876,ARHGEF3,ENSG00000163947,351912
877,ARHGEF33,ENSG00000214694,85580
878,ARHGEF35,ENSG00000213214,9797
879,ARHGEF37,ENSG00000183111,83022
880,ARHGEF38,ENSG00000236699,155474
881,ARHGEF40,ENSG00000165801,19976
882,ARHGEF5,ENSG00000050327,25345
883,ARHGEF6,ENSG00000129675,115386
884,ARHGEF7,ENSG00000102606,191179
885,ARHGEF9,ENSG00000131089,174308
886,ARID1A,ENSG00000117713,88869
887,ARID1B,ENSG00000049618,434760
888,ARID2,ENSG00000189079,178335
889,ARID3A,ENSG00000116017,50159
890,ARID3B,ENSG00000179361,56926
891,ARID3C,ENSG00000205143,8018
892,ARID4A,ENSG00000032219,75384
893,ARID4B,ENSG00000054267,196586
894,ARID5A,ENSG00000196843,15896
895,ARID5B,ENSG00000150347,195261
896,ARIH1,ENSG00000166233,128658
897,ARIH2,ENSG00000177479,67562
898,ARL1,ENSG00000120805,14657
899,ARL10,ENSG00000175414,36379
900,ARL11,ENSG00000152213,5366
901,ARL13A,ENSG00000174225,21124
902,ARL13B,ENSG00000169379,75540
903,ARL14,ENSG00000179674,1289
904,ARL15,ENSG00000185305,426641
905,ARL16,ENSG00000214087,2633
906,ARL17A,ENSG00000185829,79916
907,ARL2,ENSG00000213465,8025
908,ARL2BP,ENSG00000102931,8377
909,ARL3,ENSG00000138175,40667
910,ARL4A,ENSG00000122644,4103
911,ARL4C,ENSG00000188042,4041
912,ARL4D,ENSG00000175906,2145
913,ARL5A,ENSG00000162980,39509
914,ARL5B,ENSG00000165997,22209
915,ARL5C,ENSG00000141748,10591
916,ARL6,ENSG00000113966,36709
917,ARL6IP1,ENSG00000170540,9964
918,ARL6IP4,ENSG00000182196,2854
919,ARL6IP5,ENSG00000144746,21156
920,ARL6IP6,ENSG00000177917,44750
921,ARL8A,ENSG00000143862,11340
922,ARL8B,ENSG00000134108,58663
923,ARL9,ENSG00000196503,19751
924,ARMC1,ENSG00000104442,31760
925,ARMC10,ENSG00000170632,24879
926,ARMC12,ENSG00000157343,12048
927,ARMC2,ENSG00000118690,126061
928,ARMC3,ENSG00000165309,110500
929,ARMC5,ENSG00000140691,9087
930,ARMC6,ENSG00000105676,26737
931,ARMC7,ENSG00000125449,20321
932,ARMC8,ENSG00000114098,111137
933,ARMC9,ENSG00000135931,178303
934,ARMCX1,ENSG00000126947,4154
935,ARMCX2,ENSG00000184867,4570
936,ARMCX3,ENSG00000102401,5047
937,ARMCX4,ENSG00000196440,115173
938,ARMCX5,ENSG00000125962,4992
939,ARMCX6,ENSG00000198960,2884
940,ARMS2,ENSG00000254636,2700
941,ARNT,ENSG00000143437,66996
942,ARNT2,ENSG00000172379,193584
943,ARPC1A,ENSG00000241685,40365
944,ARPC1B,ENSG00000130429,20568
945,ARPC2,ENSG00000163466,37216
946,ARPC3,ENSG00000111229,15600
947,ARPC5,ENSG00000162704,14938
948,ARPC5L,ENSG00000136950,15604
949,ACTRT3,ENSG00000184378,2641
950,ARPP19,ENSG00000128989,22839
951,ARPP21,ENSG00000172995,155552
952,ARR3,ENSG00000120500,13536
953,ARRB1,ENSG00000137486,91584
954,ARRB2,ENSG00000141480,10904
955,ARRDC1,ENSG00000197070,9676
956,ARRDC2,ENSG00000105643,12971
957,ARRDC3,ENSG00000113369,14687
958,ARRDC4,ENSG00000140450,13131
959,ARRDC5,ENSG00000205784,12512
960,ARSA,ENSG00000100299,5420
961,ARSB,ENSG00000113273,208879
962,ARSD,ENSG00000006756,25378
963,ARSF,ENSG00000062096,71257
964,ARSG,ENSG00000141337,163550
965,ARSH,ENSG00000205667,27566
966,ARSI,ENSG00000183876,42965
967,ARSJ,ENSG00000180801,79444
968,ARSK,ENSG00000164291,50002
969,ART1,ENSG00000129744,19289
970,ART3,ENSG00000156219,102865
971,ART4,ENSG00000111339,17958
972,ART5,ENSG00000167311,3805
973,ARTN,ENSG00000117407,3921
974,ARV1,ENSG00000173409,21753
975,ARVCF,ENSG00000099889,46928
976,ARX,ENSG00000004848,12727
977,AS3MT,ENSG00000214435,32430
978,ASAH1,ENSG00000104763,29007
979,ASAH2,ENSG00000188611,96943
980,ASAH2B,ENSG00000204147,77178
981,ASAP1,ENSG00000153317,391571
982,ASAP2,ENSG00000151693,198919
983,ASAP3,ENSG00000088280,56075
984,ASB1,ENSG00000065802,25509
985,ASB10,ENSG00000146926,12135
986,ASB11,ENSG00000165192,33944
987,ASB13,ENSG00000196372,27729
988,ASB14,ENSG00000239388,24344
989,ASB15,ENSG00000146809,72472
990,ASB16,ENSG00000161664,8638
991,ASB17,ENSG00000154007,13532
992,ASB18,ENSG00000182177,70951
993,ASB2,ENSG00000100628,42574
994,ASB4,ENSG00000005981,61790
995,ASB5,ENSG00000164122,63899
996,ASB6,ENSG00000148331,7566
997,ASB7,ENSG00000183475,49113
998,ASB8,ENSG00000177981,33425
999,ASB9,ENSG00000102048,35180
1000,ASB9P1,ENSG00000258527,793
1001,ASCC1,ENSG00000138303,121103
1002,ASCC2,ENSG00000100325,49696
1003,ASCC3,ENSG00000112249,373179
1004,ASCL1,ENSG00000139352,2840
1005,ASCL3,ENSG00000176009,5439
1006,ASCL4,ENSG00000187855,1941
1007,ASF1A,ENSG00000111875,15020
1008,ASF1B,ENSG00000105011,17102
1009,ASGR1,ENSG00000141505,6134
1010,ASGR2,ENSG00000161944,14379
1011,ASH1L,ENSG00000116539,227895
1012,ASH2L,ENSG00000129691,38584
1013,ASIP,ENSG00000101440,74776
1014,ASL,ENSG00000126522,18898
1015,ASMT,ENSG00000196433,28023
1016,ASMT,ENSG00000292336,28023
1017,ASMTL,ENSG00000169093,50624
1018,ASMTL,ENSG00000292339,50624
1019,ASNS,ENSG00000070669,20866
1020,ASNSD1,ENSG00000138381,9447
1021,ASPA,ENSG00000108381,31032
1022,ASPDH,ENSG00000204653,3091
1023,ASPG,ENSG00000166183,29897
1024,ASPH,ENSG00000198363,214085
1025,ASPHD1,ENSG00000174939,19490
1026,ASPHD2,ENSG00000128203,15756
1027,ASPM,ENSG00000066279,62574
1028,ASPN,ENSG00000106819,26302
1029,ASPRV1,ENSG00000244617,1543
1030,ASRGL1,ENSG00000162174,55965
1031,ASS1,ENSG00000130707,56314
1032,ASTE1,ENSG00000034533,13775
1033,ASTL,ENSG00000188886,15685
1034,ASTN1,ENSG00000152092,307672
1035,ASTN2,ENSG00000148219,991959
1036,ASXL1,ENSG00000171456,80990
1037,ASXL2,ENSG00000143970,144735
1038,ASXL3,ENSG00000141431,172977
1039,ASZ1,ENSG00000154438,64902
1040,ATAD1,ENSG00000138138,89850
1041,ATAD2,ENSG00000156802,96501
1042,ATAD2B,ENSG00000119778,178460
1043,ATAD3A,ENSG00000197785,22524
1044,ATAD3B,ENSG00000160072,26084
1045,ATAD3C,ENSG00000215915,20475
1046,ATAD5,ENSG00000176208,63904
1047,ATAT1,ENSG00000137343,19982
1048,ATCAY,ENSG00000167654,48219
1049,ATE1,ENSG00000107669,219409
1050,ATF1,ENSG00000123268,57453
1051,ATF2,ENSG00000115966,96133
1052,ATF3,ENSG00000162772,55444
1053,ATF4,ENSG00000128272,2992
1054,ATF5,ENSG00000169136,5234
1055,ATF6,ENSG00000118217,211277
1056,ATF6B,ENSG00000213676,12990
1057,ATF7,ENSG00000170653,118555
1058,ATF7IP,ENSG00000171681,137256
1059,ATF7IP2,ENSG00000166669,157205
1060,ATG10,ENSG00000152348,304835
1061,ATG12,ENSG00000145782,13638
1062,ATG13,ENSG00000175224,57292
1063,ATG14,ENSG00000126775,45440
1064,ATG16L1,ENSG00000085978,85624
1065,ATG16L2,ENSG00000168010,29269
1066,ATG2A,ENSG00000110046,22664
1067,ATG2B,ENSG00000066739,84147
1068,ATG3,ENSG00000144848,29537
1069,ATG4A,ENSG00000101844,63004
1070,ATG4B,ENSG00000168397,36645
1071,ATG4C,ENSG00000125703,81385
1072,ATG4D,ENSG00000130734,9524
1073,ATG5,ENSG00000057663,280369
1074,ATG7,ENSG00000197548,285357
1075,ATG9A,ENSG00000198925,10338
1076,ATG9B,ENSG00000181652,12291
1077,ATIC,ENSG00000138363,37818
1078,ATL1,ENSG00000198513,101509
1079,ATL2,ENSG00000119787,83332
1080,ATL3,ENSG00000184743,47835
1081,ATM,ENSG00000149311,146299
1082,ATMIN,ENSG00000166454,11509
1083,ATN1,ENSG00000111676,17859
1084,ATOH1,ENSG00000172238,2212
1085,ATOH7,ENSG00000179774,1519
1086,ATOH8,ENSG00000168874,40040
1087,ATOX1,ENSG00000177556,30217
1088,ATP10A,ENSG00000206190,187912
1089,ATP10B,ENSG00000118322,289095
1090,ATP10D,ENSG00000145246,108212
1091,ATP11A,ENSG00000068650,197131
1092,ATP11B,ENSG00000058063,129509
1093,ATP11C,ENSG00000101974,218931
1094,ATP12A,ENSG00000075673,32065
1095,ATP13A1,ENSG00000105726,18479
1096,ATP13A2,ENSG00000159363,25971
1097,ATP13A3,ENSG00000133657,95693
1098,ATP13A4,ENSG00000127249,194145
1099,ATP13A5,ENSG00000187527,104032
1100,ATP1A1,ENSG00000163399,37594
1101,ATP1A2,ENSG00000018625,27833
1102,ATP1A3,ENSG00000105409,30916
1103,ATP1A4,ENSG00000132681,35395
1104,ATP1B1,ENSG00000143153,205296
1105,ATP1B2,ENSG00000129244,11144
1106,ATP1B3,ENSG00000069849,50426
1107,ATP1B4,ENSG00000101892,21165
1108,ATP2A1,ENSG00000196296,26062
1109,ATP2A2,ENSG00000174437,70338
1110,ATP2A3,ENSG00000074370,40597
1111,ATP2B1,ENSG00000070961,121318
1112,ATP2B2,ENSG00000157087,383985
1113,ATP2B3,ENSG00000067842,65298
1114,ATP2B4,ENSG00000058668,117250
1115,ATP2C1,ENSG00000017260,166118
1116,ATP2C2,ENSG00000064270,95661
1117,ATP4A,ENSG00000105675,13628
1118,ATP4B,ENSG00000186009,9395
1119,ATP6AP1,ENSG00000071553,7884
1120,ATP6AP1L,ENSG00000205464,22852
1121,ATP6AP2,ENSG00000182220,27477
1122,ATP6V0A1,ENSG00000033627,63739
1123,ATP6V0A2,ENSG00000185344,49403
1124,ATP6V0A4,ENSG00000105929,93267
1125,ATP6V0B,ENSG00000117410,3809
1126,ATP6V0C,ENSG00000185883,6267
1127,ATP6V0CP3,ENSG00000213435,467
1128,ATP6V0D1,ENSG00000159720,43168
1129,ATP6V0D2,ENSG00000147614,166903
1130,ATP6V0E1,ENSG00000113732,51675
1131,ATP6V0E2,ENSG00000171130,18237
1132,ATP6V1A,ENSG00000114573,65287
1133,ATP6V1B1,ENSG00000116039,29532
1134,ATP6V1B2,ENSG00000147416,33019
1135,ATP6V1C1,ENSG00000155097,51989
1136,ATP6V1C2,ENSG00000143882,64011
1137,ATP6V1D,ENSG00000100554,65895
1138,ATP6V1E1,ENSG00000131100,36614
1139,ATP6V1E2,ENSG00000250565,51828
1140,ATP6V1F,ENSG00000128524,2992
1141,ATP6V1G1,ENSG00000136888,11210
1142,ATP6V1G2,ENSG00000213760,3984
1143,ATP6V1G3,ENSG00000151418,17724
1144,ATP6V1H,ENSG00000047249,128016
1145,ATP7A,ENSG00000165240,139706
1146,ATP7B,ENSG00000123191,81690
1147,ATP8A1,ENSG00000124406,248749
1148,ATP8A2,ENSG00000132932,653878
1149,ATP8B1,ENSG00000081923,156890
1150,ATP8B2,ENSG00000143515,25780
1151,ATP8B3,ENSG00000130270,30202
1152,ATP8B4,ENSG00000104043,324580
1153,ATP9A,ENSG00000054793,171877
1154,ATP9B,ENSG00000166377,309003
1155,ATPAF1,ENSG00000123472,41131
1156,ATPAF2,ENSG00000171953,61801
1157,ATR,ENSG00000175054,129727
1158,ATRIP,ENSG00000164053,20936
1159,ATRN,ENSG00000088812,180101
1160,ATRNL1,ENSG00000107518,855635
1161,ATRX,ENSG00000085224,281354
1162,ATXN1,ENSG00000124788,462380
1163,ATXN10,ENSG00000130638,173510
1164,ATXN1L,ENSG00000224470,76830
1165,ATXN2,ENSG00000204842,156192
1166,ATXN2L,ENSG00000168488,14239
1167,ATXN3,ENSG00000066427,62126
1168,ATXN3L,ENSG00000123594,1407
1169,ATXN7,ENSG00000163635,140308
1170,ATXN7L1,ENSG00000146776,271828
1171,ATXN7L2,ENSG00000162650,9326
1172,ATXN7L3,ENSG00000087152,8309
1173,ATXN7L3B,ENSG00000253719,7596
1174,ATXN8OS,ENSG00000230223,64526
1175,AUH,ENSG00000148090,148104
1176,AUP1,ENSG00000115307,3116
1177,AURKA,ENSG00000087586,22949
1178,AURKAIP1,ENSG00000175756,1478
1179,AURKB,ENSG00000178999,5868
1180,AURKC,ENSG00000105146,4540
1181,AUTS2,ENSG00000158321,1195211
1182,AVEN,ENSG00000169857,216374
1183,AVIL,ENSG00000135407,21359
1184,AVL9,ENSG00000105778,93301
1185,AVP,ENSG00000101200,2169
1186,AVPI1,ENSG00000119986,9818
1187,AVPR1A,ENSG00000166148,8443
1188,AVPR1B,ENSG00000198049,10764
1189,AVPR2,ENSG00000126895,4636
1190,AWAT1,ENSG00000204195,6005
1191,AWAT2,ENSG00000147160,9397
1192,AXDND1,ENSG00000162779,189016
1193,AXIN1,ENSG00000103126,65284
1194,AXIN2,ENSG00000168646,33086
1195,AXL,ENSG00000167601,42544
1196,AZGP1,ENSG00000160862,9323
1197,AZI2,ENSG00000163512,34048
1198,AZIN1,ENSG00000155096,67754
1199,AZU1,ENSG00000172232,6922
1200,B2M,ENSG00000166710,7494
1201,B3GALNT1,ENSG00000169255,21529
1202,B3GALNT2,ENSG00000162885,57263
1203,B3GALT1,ENSG00000172318,581045
1204,B3GALT2,ENSG00000162630,7884
1205,B3GALT4,ENSG00000235863,7710
1206,B3GALT5,ENSG00000183778,116696
1207,B3GALT6,ENSG00000176022,2805
1208,B3GAT1,ENSG00000109956,33739
1209,B3GAT2,ENSG00000112309,100382
1210,B3GAT3,ENSG00000149541,6859
1211,B3GNT2,ENSG00000170340,28617
1212,B3GNT3,ENSG00000179913,18749
1213,B3GNT4,ENSG00000176383,5272
1214,B3GNT5,ENSG00000176597,45252
1215,B3GNT6,ENSG00000198488,7576
1216,B3GNT8,ENSG00000177191,3372
1217,B3GNTL1,ENSG00000175711,109661
1218,B4GALNT1,ENSG00000135454,9831
1219,B4GALNT2,ENSG00000167080,44381
1220,B4GALNT3,ENSG00000139044,103571
1221,B4GALNT4,ENSG00000182272,12619
1222,B4GALT1,ENSG00000086062,66844
1223,B4GALT2,ENSG00000117411,12228
1224,B4GALT3,ENSG00000158850,6659
1225,B4GALT4,ENSG00000121578,29215
1226,B4GALT5,ENSG00000158470,80934
1227,B4GALT6,ENSG00000118276,63591
1228,B4GALT7,ENSG00000027847,10199
1229,NCR3LG1,ENSG00000188211,25542
1230,B9D1,ENSG00000108641,43886
1231,B9D2,ENSG00000123810,9749
1232,BAALC,ENSG00000164929,89593
1233,BAAT,ENSG00000136881,31219
1234,BABAM1,ENSG00000105393,13874
1235,BACE1,ENSG00000186318,31028
1236,BACE2,ENSG00000182240,114730
1237,BACH1,ENSG00000156273,436681
1238,BACH2,ENSG00000112182,370316
1239,BAD,ENSG00000002330,14875
1240,BAG1,ENSG00000107262,16901
1241,BAG2,ENSG00000112208,17508
1242,BAG3,ENSG00000151929,26440
1243,BAG4,ENSG00000156735,36769
1244,BAG5,ENSG00000166170,6113
1245,BAG6,ENSG00000204463,13678
1246,BAHCC1,ENSG00000266074,70875
1247,BAHD1,ENSG00000140320,28516
1248,BAIAP2,ENSG00000175866,82313
1249,BAIAP2L1,ENSG00000006453,109441
1250,BAIAP2L2,ENSG00000128298,26364
1251,BAIAP3,ENSG00000007516,15802
1252,BAK1,ENSG00000030110,7747
1253,BAMBI,ENSG00000095739,5423
1254,BANF1,ENSG00000175334,1922
1255,BANF2,ENSG00000125888,42200
1256,BANK1,ENSG00000153064,663527
1257,BANP,ENSG00000172530,128075
1258,BAP1,ENSG00000163930,9001
1259,BARD1,ENSG00000138376,84038
1260,BARHL1,ENSG00000125492,7647
1261,BARHL2,ENSG00000143032,5764
1262,BARX1,ENSG00000131668,3729
1263,BARX2,ENSG00000043039,76432
1264,BASP1,ENSG00000176788,211246
1265,BASP1P1,ENSG00000230535,665
1266,BATF,ENSG00000156127,24539
1267,BATF2,ENSG00000168062,9074
1268,BATF3,ENSG00000123685,13424
1269,BAX,ENSG00000087088,6984
1270,BAZ1A,ENSG00000198604,122917
1271,BAZ1B,ENSG00000009954,81888
1272,BAZ2A,ENSG00000076108,41221
1273,BAZ2B,ENSG00000123636,301258
1274,BBC3,ENSG00000105327,11945
1275,BBOX1,ENSG00000129151,87085
1276,BBS1,ENSG00000174483,23008
1277,BBS10,ENSG00000179941,3942
1278,BBS12,ENSG00000181004,12241
1279,BBS2,ENSG00000125124,117028
1280,BBS4,ENSG00000140463,55821
1281,BBS7,ENSG00000138686,46159
1282,BBS9,ENSG00000122507,767624
1283,BBX,ENSG00000114439,288404
1284,BCAM,ENSG00000187244,12351
1285,BCAN,ENSG00000132692,18143
1286,BCAP29,ENSG00000075790,48925
1287,BCAP31,ENSG00000185825,24074
1288,BCAR1,ENSG00000050820,39873
1289,BCAR3,ENSG00000137936,285410
1290,BCAS1,ENSG00000064787,133818
1291,BCAS2,ENSG00000116752,14073
1292,BCAS3,ENSG00000141376,715386
1293,BCAS4,ENSG00000124243,82284
1294,BCAT1,ENSG00000060982,139078
1295,BCAT2,ENSG00000105552,15968
1296,BCCIP,ENSG00000107949,30150
1297,BCDIN3D,ENSG00000186666,7064
1298,BCHE,ENSG00000114200,64559
1299,BCKDHA,ENSG00000248098,27195
1300,BCKDHB,ENSG00000083123,239624
1301,BCKDK,ENSG00000103507,6685
1302,BCL10,ENSG00000142867,10857
1303,BCL11A,ENSG00000119866,103948
1304,BCL11B,ENSG00000127152,102911
1305,BCL2,ENSG00000171791,196783
1306,BCL2A1,ENSG00000140379,10305
1307,BCL2L1,ENSG00000171552,59538
1308,BCL2L10,ENSG00000137875,3513
1309,BCL2L11,ENSG00000153094,49067
1310,BCL2L12,ENSG00000126453,8775
1311,BCL2L13,ENSG00000099968,102001
1312,BCL2L14,ENSG00000121380,161241
1313,BCL2L15,ENSG00000188761,10766
1314,BCL3,ENSG00000069399,12340
1315,BCL6,ENSG00000113916,24349
1316,BCL6B,ENSG00000161940,7241
1317,BCL7A,ENSG00000110987,42623
1318,BCL7B,ENSG00000106635,21335
1319,BCL7C,ENSG00000099385,60677
1320,BCL9,ENSG00000116128,84716
1321,BCL9L,ENSG00000186174,32052
1322,BCLAF1,ENSG00000029363,33225
1323,BCO2,ENSG00000197580,49190
1324,BCOR,ENSG00000183337,127515
1325,BCORL1,ENSG00000085185,76965
1326,BCR,ENSG00000186716,138334
1327,BCRP2,ENSG00000169668,3830
1328,BCRP3,ENSG00000284128,6042
1329,BCRP3,ENSG00000215481,20543
1330,BCS1L,ENSG00000074582,4680
1331,BDH1,ENSG00000161267,63541
1332,BDH2,ENSG00000164039,22279
1333,BDKRB1,ENSG00000100739,12758
1334,BDKRB2,ENSG00000168398,39488
1335,BDNF,ENSG00000176697,67166
1336,BDP1,ENSG00000145734,112170
1337,BEAN1,ENSG00000166546,66235
1338,BECN1,ENSG00000126581,23217
1339,BEGAIN,ENSG00000183092,50271
1340,BEND2,ENSG00000177324,57956
1341,BEND3,ENSG00000178409,50334
1342,BEND4,ENSG00000188848,42026
1343,BEND5,ENSG00000162373,49451
1344,BEND6,ENSG00000151917,72240
1345,BEND7,ENSG00000165626,90531
1346,BEST1,ENSG00000167995,15453
1347,BEST2,ENSG00000039987,6757
1348,BEST3,ENSG00000127325,56117
1349,BEST4,ENSG00000142959,6335
1350,BET1,ENSG00000105829,41621
1351,BET1L,ENSG00000177951,39616
1352,BEX1,ENSG00000133169,1521
1353,BEX2,ENSG00000133134,1662
1354,BEX4,ENSG00000102409,2139
1355,BEX5,ENSG00000184515,2270
1356,BFAR,ENSG00000103429,36306
1357,BFSP1,ENSG00000125864,75316
1358,BFSP2,ENSG00000170819,75167
1359,BGLAP,ENSG00000242252,1134
1360,BGN,ENSG00000182492,14567
1361,BHLHA15,ENSG00000180535,4019
1362,BHLHE22,ENSG00000180828,3263
1363,BHLHE23,ENSG00000125533,1109
1364,BHLHE40,ENSG00000134107,5887
